date,description
"December 11, 2024 10:21 PM",TheftAn officer responded to a delayed report of a theft that occurred a month ago at [location]. The complainant advised that a volleyball was stolen during that time. The officer took the report but was unable to view footage related to the incident because it had been stored for longer than 30 days and was no longer available.
"December 11, 2024 10:21 PM",Accident Auto-PedestrianBYU police were dispatched to the Music Building after a vehicle struck a pedestrian in an accident. A pedestrian was crossing a parking lot when they suddenly ran into the path of an oncoming vehicle and was hit. BYU EMS personnel evaluated the patient at the scene and cleared them for release.
"December 11, 2024 10:21 PM","Fire AlarmAn officer responded to a fire alarm at Heritage 13. The alarm was caused by cooking, which had resulted in burnt food. The officer spoke with the residents, who informed him that the burnt food had not ignited and there was no actual fire. The officer silenced the alarm and notified the on-call fire systems technician as well as BYU Risk Management."
"December 10, 2024 09:16 PM",Accident Hit-and-RunBYU Police were notified of a possible delayed report of a hit-and-run incident involving a BYU-owned vehicle that had been damaged. An officer gathered details about the incident and reviewed camera footage but was unable to locate any footage of the accident. The reporting party was provided with the case number for BYU's Risk Management.
"December 10, 2024 09:16 PM","MedicalOfficers responded to the Jesse Knight Building for a medical incident involving a student. The patient refused further care, as requested by Provo Fire and BYU EMS, and agreed to go to the Student Health Center by private vehicle."
"December 10, 2024 09:16 PM","InformationA BYU police officer responded to the Information Technology Building for a reported vehicle burglary. A female stated that her wallet had been stolen from her purse inside her vehicle. When the officer arrived, he asked her to double-check her purse, where she found her wallet. No action was taken."
"December 10, 2024 09:16 PM","Welfare CheckThe complainant contacted an officer, advising him that they had not heard from a friend. The officer then spoke with another friend, who indicated that they had made contact with the person and confirmed that she was at a hospital."
"December 10, 2024 09:16 PM",Accident Hit-and-RunBYU police received a report of a hit-and-run incident in which a BYU vehicle was damaged. An officer gathered the details of the incident for documentation purposes and is currently reviewing footage in an effort to locate the suspect vehicle.
"December 10, 2024 09:16 PM","Citizen ContactBYU police were notified of an online report concerning a slightly suspicious incident. A female reported that a male had asked her questions and briefly followed her, and she wanted to document the incident just in case it has happened to others."
"December 10, 2024 09:16 PM","Accident Late ReportThe owner of a car filed an online report regarding a hit-and-run accident. The owner stated that someone had hit their vehicle while it was parked in Lot 20 outside the broadcast building. However, not enough information was provided to complete the report. An officer left a message for the owner to call back and provide additional details."
"December 10, 2024 09:16 PM",Motorist AssistAn officer assisted a student with a dead battery in Lot 13. Another faculty member also requested assistance in the same lot.
"December 10, 2024 09:16 PM","Trespass WarningThe BYU police were dispatched to the south soccer field at the Smith Field House. The complainant reported seeing approximately five individuals jumping over the fence to access the field. Officers arrived and found the students playing soccer on the field. The officers warned the students that it is not an intramural field, as it is reserved exclusively for the men's and women's soccer teams. The individuals were very cooperative, leaving the field through the north gate and thanking the officers for their courtesy."
"December 09, 2024 09:30 PM","Citizen ContactAn officer responded to a report of a stolen backpack at the Tanner Building. The complainant stated that he accidentally left his backpack on the second floor, near the couches on the west side of the building. Upon realizing he had forgotten it, he found that the building was closed. The complainant had already checked with the Custodial Office, Dean's Office, and the Lost & Found at the Wilkinson Student Center, but none of them had his backpack. The Dispatch Center is currently reviewing the camera system for any video recordings that may help in the investigation."
"December 09, 2024 09:30 PM","Medical EventAn elderly man was running to the Marriott Center to attend the ""Christmas Around the World"" event when he tripped and fell. He was assessed and treated at the scene before being released into his own care."
"December 09, 2024 09:30 PM","MedicalFirst responders arrived on campus in response to a report of an individual experiencing a seizure. After the seizure had ceased, they evaluated the patient, who was subsequently released at the scene."
"December 09, 2024 09:30 PM","Medical EventAn individual watching the Christmas Around the World event felt faint and requested medical assistance. BYU EMTs assessed the patient, who reported that he was not feeling well and felt as though he was going to lose consciousness. The EMTs provided treatment and then released him into the care of his friends who were accompanying him at the event."
"December 09, 2024 09:30 PM","MedicalFirst responders attended to a student who had sustained a cut from glass. After evaluating the individual, they determined that transportation to a medical facility was not necessary. EMS provided the person with medical advice and released them at the scene."
"December 09, 2024 09:30 PM","SuspiciousPolice officers responded to the area of Heritage Halls, building 16, following reports of a group of suspicious males pounding on the doors and gaining entry with the assistance of residents. The Resident Assistant (RA) requested that the males be trespassed from the building. Officers conducted a search both inside and outside the building but were unable to locate the group."
"December 09, 2024 09:30 PM",MedicalOfficers and Provo paramedics responded to the Music Building following a report of a medical emergency. Paramedics treated the patient and transported them to Utah Valley Hospital.
"December 09, 2024 09:30 PM","Suspicious CircumstanceOfficers responded to the south exterior of the Harold B. Lee Library following a report of a suspicious male. Upon arrival, they encountered a man who had just left the library after it closed and was on his way to stay at a friend’s home. No crime had been committed, and the individual left the area without incident."
"December 09, 2024 06:49 PM","Medical EventOn 12/6/24, at approximately 10:40 hours, officers were working an event at the Marriott Center when they were contacted regarding a medical issue. The complainant advised that one of her students had a bloody nose and asked if we had any gauze they could use. Officers contacted the on-duty BYU EMTs working at the event, and they responded to assist and treat the patient. A short time later, they cleared and informed the officers that there were no issues, stating that the student simply had a bloody nose and that he was prone to getting them."
"December 09, 2024 06:49 PM","AccidentAn officer was dispatched to BYU Lot #19, the parking lot just north of the Marriott Center, to take a traffic accident report. When the officer arrived, he met with the complainant, who said that she was pulling into a parking stall and accidentally struck a parked vehicle. Her vehicle sustained damage to the front passenger panel and bumper."
"December 09, 2024 06:49 PM","Lost PersonA child attending Christmas Around the World was reported missing after he decided to leave the event and walk home. Fortunately, he was found by the assistant principal of the school, and no further action was taken."""
"December 09, 2024 06:49 PM","SuspiciousAn officer responded to the Talmage building after receiving a report of a suspicious backpack in the bushes. As the officer arrived, it was reported that the individual who owned the backpack had returned and retrieved it. The individual had left the bag in the bushes while going for a jog."
"December 09, 2024 06:49 PM","TheftThe complainant reported that his Canon R6 camera, camera lens, and camera bag were all taken from the storage area in the South Campus Office Building sometime between October 29 and November 22 of this year. The officer located and reviewed surveillance footage with the complainant but was unable to identify any suspects or other evidentiary leads. The complainant became unsure whether the camera had been left in the storage location after its last use on October 29. The case was referred to investigators."
"December 09, 2024 06:49 PM","InformationOn December 6, 2024, an officer was informed of a possible hit-and-run traffic accident in Lot #26, as reported by a passerby. The officer arrived at the scene and spoke with the driver, who explained that he had realized he was parked too close to the adjacent vehicle, so he moved his vehicle over. He stated that their mirrors had touched but that no damage was sustained. The officer was able to contact the owner of the other vehicle, who responded to check their car. After speaking with both owners, it was determined that no damage was observed and that neither party wished to pursue any further action."
"December 09, 2024 06:49 PM","AccidentAn officer was dispatched to a traffic accident in lot #50 involving a BYU vehicle and a privately owned vehicle. It was reported to the officer that both drivers were backing up when the accident occurred. Information will be gathered from both individuals and added to the case file. Video of the accident was observed and will be requested. Once the video is received, it will be attached to the case file. Both drivers were provided with a case number for the incident."
"December 09, 2024 06:49 PM","Citizen DisputeA supervisor of ticket sales reported that an adult male, identified as a BYU employee, yelled at the ticket sales staff and took photos of them when they refused to provide their names. The supervisor-complainant stated that the individual may return on December 6th, and if he does, the employees will call BYU Police to request that he leave. The male subject was contacted, and his account of the incident was collected. This information was provided to the complainant to facilitate the resolution of the incident."
"December 09, 2024 06:49 PM","MedicalBYU Police, BYU EMS, and Provo Fire responded to Wymount Terrace building 4C when a caller reported that his wife was choking on food. The caller stated that his wife was conscious and breathing, but she felt that her airway was obstructed. The EMTs treated and evaluated the patient before releasing her per their protocols. No further actions were taken."
"December 09, 2024 06:49 PM","Citizen ContactAn officer took a theft report at the Richards building after a student reported that their belongings had been stolen from a locker. However, after the officer filed the report, the student called back to say they had found their belongings in another locker nearby and had mistakenly thought they were stolen. The officer then updated the report to reflect a citizen contact."
"December 09, 2024 06:49 PM","MedicalAn officer responded to EMS events at the Marriott Center during the Christmas Around the World event. An individual fell down a few stairs and injured her shin inside the arena. EMS treated the patient, and she was then released into the care of her father."
"December 09, 2024 06:49 PM","Welfare CheckA police officer responded to the Harold B. Lee Library for a welfare check. When the officer arrived, he found that the involved parties had already left the area. Later, the officer was able to speak to both individuals on the phone and confirmed that they were safe."
"December 08, 2024 11:39 PM","InformationAn officer was asked to contact the complainant regarding a stolen scooter from the bike racks north of the Jesse Knight Building. The officer started looking for video footage of the incident but was contacted by the complainant, who advised that he located his scooter at his house and that police assistance was no longer needed."
"December 08, 2024 11:39 PM",TheftBYU Police were dispatched to investigate a theft that had been reported with a delay in Lot 16. The reporting individual stated that his scooter had been stolen sometime within the past two weeks. The officer reviewed camera footage but was unable to locate any evidence of the theft.
"December 08, 2024 11:39 PM","MedicalAn officer, along with Brigham Young University Emergency Medical Services (BYU EMS) and Provo Fire, responded to Heritage Halls Building #13 following a report of a sick person. The officer stood by to grant access to the building for medical personnel as they arrived. The patient was ultimately transported in their personal vehicle."
"December 08, 2024 11:39 PM","Suspicious CircumstanceBYU Police responded to a call for service regarding two males seen climbing a ladder near a female dormitory in Heritage Halls. Officers contacted the individuals, who stated they were leaving a box of crackers on the window as a gift for the female resident, explaining they intended to do something funny and nice for her. Officers educated the males about privacy concerns related to being near a female dorm and cautioned them about the potential perceptions and issues arising from their actions. No further action was taken."
"December 08, 2024 11:39 PM","Suspicious CircumstanceReport from BYU Security regarding an open roof hatch alarm at the Kimball Tower building. Security also observed a small tent on the roof. Officers responded and accessed the roof hatch and roof area. A small tent was observed near some equipment. The tent contained construction items and equipment consistent with other items in the area associated with ongoing work. The structure appears to be used for housing items to protect them from the weather. No additional criminal or suspicious activity was detected. The roof hatch was secured, and the alarm was reset. No further police action is anticipated at this time."
"December 08, 2024 11:39 PM","Suspicious CircumstanceOfficers responded to the area around the Hinckley Building following a report of a sound resembling a gunshot. The area behind and west of the location was searched on foot and in patrol vehicles by the responding officers. Nothing out of the ordinary was observed or heard. Officers continued patrols in the area during the evening hours, and no further incidents were reported."
"December 05, 2024 12:42 AM","AccidentAn officer responded to Lot 22 to investigate a traffic accident. A BYU work truck had backed into a parked car, resulting in minor damage. The officer assisted the two drivers in exchanging information and completed a non-reportable accident report."
"December 05, 2024 12:42 AM","DisturbanceThe officer responded to a report, reported 30 minutes late, regarding a student who was repeatedly interrupting a class. Although the officer was unable to locate the student, he called and left a message. Additionally, the officer contacted the Office of Belonging and the Dean of Students, both of whom are already aware of the situation and will attempt to arrange a meeting with the student."
"December 05, 2024 12:42 AM","SuspiciousBYU Dispatch received an online report about a suspicious person near Heritage Building 11. The report noted, ""There was a guy behind the dumpsters just chilling there and watching people walk out of their dorms."" An officer responded and contacted the individual, who turned out to be a BYU Grounds employee with autism. The employee was working near the dumpsters, picking up trash, and taking a break. I also left a message for the complainant."
"December 05, 2024 12:42 AM",MedicalOfficers responded to the Joseph F. Smith Building for a medical emergency. The patient was medically cleared by both BYU EMS and Provo Fire. The patient left with family. There was limited information released regarding the patient.
"December 05, 2024 12:42 AM","Accident Hit-and-RunAn officer took a report of a hit-and-run accident in Lot #39. The vehicle was parked and unoccupied when another vehicle, parked nearby, backed into it, causing damage. Although there was only a minor scratch on the bumper, it is worth noting that the vehicle is a new 2024 model. Unfortunately, there are no surveillance cameras covering that area, and no suspect vehicle information is currently available."
"December 05, 2024 12:42 AM","Animal ProblemA student reported that two kittens were unattended in a flower box near the administration building. An officer met with the complainant and explained that there are several wild or stray cats on campus, including multiple kittens, which are often seen in the area. The officer checked on the kittens, determined that they were fine, and observed them running off when approached."
"December 05, 2024 12:42 AM","Citizen AssistA complainant forgot his backpack, which contained his computer, in the Cougar Room at Lavell Edwards Stadium. He requested that an officer retrieve it, as he will come to the police station tomorrow to pick it up. The officer located the backpack, and it is now at the station for the complainant to collect. This information will be passed on to the day shift crew."
"December 04, 2024 04:11 AM","SuspiciousA concerned individual reported seeing a suspicious person walking near the ASB. The complainant observed a male wearing a large dark coat with a hood and carrying a duffel bag, walking with a limp toward the main campus. The complainant believed that the individual might be homeless and requested officers to check the area. Officers searched the vicinity, including several open buildings, but did not locate the man. There was a 10-minute delay between the time the complainant first saw the man and when the report was made."
"December 04, 2024 04:11 AM",Accident Hit-and-RunBYU Police were dispatched to a delayed hit-and-run incident in Lot 49. The reporting party stated that his car had been hit while it was parked. An officer is reviewing camera footage of the incident in an attempt to locate any suspects.
"December 04, 2024 04:11 AM","Abandoned VehicleAn officer was dispatched to an abandoned vehicle at WP. The officer contacted the registered owner, who advised that the car had broken down and just needed a new battery. The owner stated that she would call the police department to jump-start her car, and she would move it within the next couple of days."
"December 04, 2024 04:11 AM","Abandoned VehicleBYU police were dispatched to Wymount regarding a possible abandoned vehicle. An officer responded to the area, contacted the vehicle's owner, and discovered that the vehicle was currently inoperable. The owner is in the process of arranging for the vehicle to be towed. No further action was taken."
"December 04, 2024 04:11 AM",TrespassingBYU police responded to the Marriott Center Annex for a report of a possible transient trespassing. A BYU employee reported that a male with long hair and a beard was sleeping in the area. Officers searched for the individual for approximately 20 minutes but were unable to locate anyone matching the description.
"December 04, 2024 04:11 AM",InformationAn officer responded to Wyview Park regarding a possible bicycle theft. The officer took the initial report and went out to look for the bike. The complainant later called back and advised that they had found the bike and that no further assistance was needed.
"December 04, 2024 04:11 AM","Lost PropertyAn officer was notified of a lost set of keys belonging to Brigham Young University (BYU). The reporting party stated that she had lost them a few weeks ago. A report was taken for the lost property, and the reporting party was advised to check the lost and found on campus to see if the keys had been turned in."
"December 03, 2024 01:39 AM","InformationBYU police were notified of a possible abandoned vehicle in Wymount. The officer was able to locate the registered owner, who advised that the vehicle was not abandoned and stated they were currently trying to install a new transmission. No action was taken."
"December 03, 2024 01:39 AM","AccidentAn officer was dispatched to Lot 2 for a traffic collision. The officer responded, took the report, and provided the driver with exchange information. It was a very minor accident, and there were no reported injuries."
"December 03, 2024 01:39 AM",TrespassingBYU police were notified about a possible trespassing incident near the Motion Picture Studio. The complainant reported seeing a couple bathing nude in the river at the park. Officers responded to the area approximately 15 minutes after the initial call but were unable to locate anyone matching the complainant’s description.
"December 03, 2024 01:39 AM","Alarm-RobberyA robbery alarm was triggered at the cash register of the Cannon Center BYU Creamery. Officers responded to the scene and found that it was a false alarm. The cause of the alarm activation remains unclear; however, upon arrival, officers determined that everything was normal and that the employees were preparing to close for the night."
"December 02, 2024 01:24 AM","InformationA vehicle was seen driving westbound on University Parkway and throwing a firework at a group of individuals sitting on the sidewalk of Lot 49. The vehicle was not positively identified, and the individuals in the group declined to file a report with the police. Fortunately, no one in the group was injured in this incident. This report is being filed for informational purposes."
"December 02, 2024 01:24 AM","Traffic OffenseA BYU student was working a traffic post at the corner of Canyon Road and Stadium Avenue when an older male approached the barricade and attempted to drive around it. The student employee stepped up to the vehicle and waved her hands to signal him to stop, but the driver merely waved back and continued, bumping into her in the process. The investigating officer made several attempts to contact the driver but has been unsuccessful. As a result, the officer referred the identified driver to the Utah Driver’s License Division for re-examination."
"December 02, 2024 01:24 AM","Alcohol OffenseA 20-year-old, intoxicated individual attempted to gain admission to a BYU football game. The individual was cited for unlawful consumption and then was transported and was later released to the custody of their family."
"December 02, 2024 01:24 AM","Found PropertyA wallet was turned in to a BYU police officer at Lavell Edwards Stadium after the football game that night. The owner was contacted, and the wallet was returned."
"December 02, 2024 01:24 AM","AssaultAfter the football game, an officer was contacted by an individual who wished to file assault charges against another person. Both individuals had attended the BYU football game before the incident occurred. The officer spoke with both parties, and each expressed a desire to file assault charges against the other. The case will be referred to the investigation unit for follow-up."
"December 02, 2024 01:24 AM",Unsecured PremisesA police officer responded to Miller Park when a BYU employee reported that doors were found unsecured at the main building. The officer located the open doors and secured them. No further actions taken.
"December 02, 2024 01:24 AM","Fire Alarm-Gas SmellAn officer responded with Provo Fire to WyMount Laundry Building #2 for a reported gas smell in the area. Upon arrival, Provo Fire was on the scene and was unable to detect any gas readings on a 4-gas detector, nor could they smell anything in the vicinity. The reporting party stated that he could no longer detect the same odor he had noticed when he made the call."
"December 02, 2024 12:51 AM","InformationAn officer was dispatched to the J. Reuben Clark Law School after an employee reported a potential homeless individual in the lobby. The building was closed for the Thanksgiving holiday. Upon arrival, the officer found an adult male sleeping in a chair in the lobby. When the officer approached, the male stood up, refused to answer questions, and walked out of the building. There was no evidence of damage or forced entry. The officer checked all exterior doors to ensure they were locked, and the male quickly left the campus."
"December 02, 2024 12:51 AM","Welfare CheckOfficers responded to Heritage Halls, building #15, following a report of a welfare check. They contacted the complainant, the subject's sister, who stated that she was supposed to pick up her brother for their family Thanksgiving dinner. However, she could not reach him by phone or get him to answer the door. After knocking loudly for several minutes without response, the officers had a hall advisor present while they checked the apartment. The subject was found to be sleeping, and no problems were observed."
"December 02, 2024 12:51 AM",Unsecured PremisesOfficers responded to the Cannon Center on an unsecured premises where the door latch was stuck open. The officer was able to secure the door and the alarm reset.
"December 02, 2024 12:51 AM",AccidentThe complainant reported that her vehicle was damaged sometime in the past week while it was parked in a designated parking stall between buildings 5A and 4C at Wymount Terrace. The damage is on the front bumper on the driver’s side and appears to have been caused by another vehicle backing into it. There are no surveillance cameras or other investigative leads at this time.
"December 01, 2024 10:42 PM","Hazardous ConditionAn officer responded to the BYU fuel pumps after receiving a report of a small gas spill. Upon arrival, the officer found that the spill had been cleaned up and posed no hazard, so no further action was necessary."
"December 01, 2024 10:42 PM","MedicalAn officer and EMS were dispatched to assist a sick student at Wyview. The student was feeling faint, experiencing dizziness, and reporting lightheadedness. In addition, the individual was showing signs of severe distress and vomiting blood. Provo Fire arrived, assessed the patient, and transported them to the hospital."
"December 01, 2024 10:42 PM","AccidentThe officer responded to the Ellsworth Building regarding a delayed non-reportable accident. The officer took an accident report and provided the complainant with a case number. Additionally, the officer advised the complainant to contact Risk Management."
"December 01, 2024 10:42 PM","MedicalAn officer responded to the Life Sciences Building regarding a patient experiencing a panic attack. Provo Fire also responded, medically cleared the patient, and contacted the patient's sister to come and take them. A professor arrived and stayed with the patient until the sister arrived."
"November 26, 2024 04:15 AM","TheftA delayed report regarding the theft of property from the Missionary Training Center. MTC security reported that a student is missing some personal items. The incident is believed to have occurred on Thursday, November 21, 2024. The personal items were taken while unattended. The case is currently under investigation."
"November 26, 2024 04:15 AM","MedicalAn officer responded to the Richards Building on a person who slipped and fell on the ice. Provo and BYU EMS attended to the person providing first aid, and the patient was released on the scene."
"November 26, 2024 04:15 AM",InformationAn officer took an information report at Kimball Tower. A professor reported a wrapped gift missing from their office between August and November. The professor does not remember what the gift was or its price but only wanted to report it as missing.
"November 26, 2024 04:15 AM","MedicalReport of an ambulance assist after an elderly male fell on BYU campus. An officer responded to the location and contacted the patient, who had a bloody nose. The officer provided aid and comfort until Provo and BYU EMS arrived on the scene. The subject was transported to Utah Valley Hospital with minor injuries related to the fall. He was on campus working in the Family History Center. There was no obvious reason for the fall other than a possible trip or misstep. Risk Management was not involved."
"November 26, 2024 04:15 AM","MedicalThe BYU Police were dispatched to assist with a medical emergency, along with BYU EMS and the Provo Fire Department. A male student was experiencing a possible allergic reaction and had requested medical attention. EMS personnel evaluated the student and cleared him according to their protocol. The male denied any further medical assistance and refused transport to a hospital."
"November 26, 2024 04:15 AM","InformationBYU Police were dispatched to a reported hit-and-run in Lot 26. An officer responded to the area and met with the complainant. Although some sort of substance was found on the vehicle, there was no evidence that a hit-and-run had occurred. The nature of the report was changed from a hit-and-run to an informational report."
"November 26, 2024 04:15 AM","AccidentAn officer responded to Food 2 Go for a traffic accident. The driver of a vehicle attempting to park accidentally stepped on the accelerator instead of the brake, causing the car to crash into the building's front glass doors and resulting in damage. There were no injuries; only property damage occurred to the car and the glass doors of the building. The vehicle was towed, an accident report was filed, and Risk Management was notified. They are working with the building supervisor to secure the premises."
"November 26, 2024 04:15 AM",FraudBYU police took a report of an internet scam that occurred on Facebook Marketplace. The complainant had sent money via Venmo for a fraudulent apartment that was listed for sale. The officer took the report and educated the complainant on scam detection and ways she may be able to recover her money.
"November 26, 2024 04:15 AM","Criminal MischiefReport of vandalism/graffiti on a bathroom stall in the Tanner Building. An officer responded, took photographs, and documented the incident. The incident is believed to have occurred recently, possibly since last week. It was reported by a student to building maintenance. Building maintenance will be contacted promptly for removal."
"November 26, 2024 04:15 AM","Found PropertyThe complainant found a wallet near the University Press Building and wanted to turn it in. An officer met with the complainant and took the wallet for safekeeping. The police dispatch contacted the owner of the wallet, informing him that it was at the police station. The owner, who had attended the BYU basketball game on Saturday when he lost it, mentioned that he wasn't sure when he could return to the university to pick it up. Therefore, the wallet was booked into evidence to hold for the owner. It contained several credit cards, a driver's license, and a Costco card."
"November 25, 2024 07:29 PM","MedicalAn officer responded to two medical incidents: one involving a person who twisted their ankle and another experiencing a heart attack. BYU EMS and the Provo Fire Department were called in to assist, with officers also providing support. One individual was transported to Utah Valley Hospital by paramedics, while the other was released after an initial assessment of her ankle."
"November 25, 2024 07:29 PM","DisorderlyWhile closing the trailhead parking lot gate, a BYU police officer was approached by a concerned citizen. The citizen reported that the occupants of a white truck had been throwing food items at other vehicles near the trailhead. Although the truck had already left the area, the citizen felt it was important to notify the officer about the behavior."
"November 25, 2024 07:29 PM","Abandoned VehicleAn officer located an older model Jeep Cherokee in the north lot of West Campus. The vehicle appeared to have been abandoned, as it had no license plate and had received a parking ticket in September 2024 from BYU. The officer conducted information checks using the VIN number and found that it had not been reported stolen; it was last registered in the state of Nevada. The officer then attached an ""Abandoned Vehicle"" notice of towing to the windshield."
"November 25, 2024 07:29 PM","Sick PersonAn officer responded to a report of a sick person. Upon arrival, Provo Fire was also on the scene. The individual had consumed a Pop-Tart and a bottle of juice and was beginning to feel better. According to the medics, it appeared that the issue was related to low blood sugar. Other individuals were present and agreed to stay with the person. The medics determined that transport was not necessary."
"November 24, 2024 11:46 PM","AccidentOn September 24, 2024, an officer was dispatched to contact an individual regarding damage to her vehicle while it was parked in BYU Lot 61. During the conversation, the complainant explained that she had parked her vehicle in Lot 61 on September 14th from approximately 7:15 p.m. to 9:30 p.m. Upon returning, she found a note on her car containing a phone number and a message stating that the individual responsible for the damage should call to discuss coverage for the repairs. The complainant texted the provided number, but the recipient did not respond. The officer informed her that there were no surveillance cameras in the parking lot but helped in facilitating an exchange of information between the parties involved. Upon speaking with the owner of the second vehicle, the officer discovered that it was uninsured and relayed this information back to the complainant."
"November 24, 2024 11:46 PM","InformationAn officer was dispatched to speak with the complainant about a possible theft involving a piñata and a plexiglass sneeze guard from an office area. However, the complainant later discovered both items in a server closet. Although she was uncertain about who had removed the sneeze guard, she emphasized that the removal was unauthorized. The complainant indicated that she would investigate the matter further and noted that she did not require any additional assistance from the police."
"November 24, 2024 11:46 PM","AccidentAn officer met with the complainant at the JKB concerning a minor traffic accident for which he was responsible. The complainant reported that while parking his vehicle, he accidentally struck the driver's side of a white sedan. He stated that there was only minor damage, resulting in a scratch to the clear coat. The complainant mentioned that he left a note on the vehicle, but when he returned shortly afterward, the note had been removed and the vehicle was gone. He indicated that he has not heard from the owner of the other vehicle and wished to have the incident documented in case the other driver reports it later. Currently, the identity of the vehicle's owner is unknown, along with any further details about the vehicle. This report is for informational purposes at this time."
"November 24, 2024 11:46 PM","InformationAn officer met with a complainant regarding a potential bribery and blackmail case. The complainant reported receiving text messages that demanded money and included photos of a mutilated body alongside an assault rifle. Although the complainant expressed a reluctance to pursue a criminal case, he requested a discussion about options to change his SIM cards or acquire new devices to prevent further contact."
"November 24, 2024 11:46 PM","Traffic OffenseA police officer responded to the Trailhead following a report from a concerned citizen who observed a person riding a motor vehicle on the Y-trail. Upon arrival, the officer contacted the rider of the electric motorcycle, who was unaware that it fell under specific regulations. The officer took the time to educate the rider about local and state laws regarding electric motorcycles and provided information on the registration options available. No further action was taken."
"November 24, 2024 11:46 PM","MedicalReport of a student with a cut on his finger: Officer and Provo EMS responded to Heritage Halls. The caller requested assistance in determining whether he needed to go to the hospital. The officer, along with Provo EMS, provided aid and comfort. The student was referred to Instacare/Student Health Services for further treatment and was released at the scene."
"November 24, 2024 11:08 PM",Ban Letter ServedAn officer issued a permanent ban on an individual due to an incident of lewdness that occurred on campus.
"November 24, 2024 11:08 PM","AccidentAn officer was dispatched to Lot 45 in response to a report of a three-car accident. Upon arrival, the officer learned that one vehicle was traveling north in a traffic lane and had failed to yield the right of way to another car that was traveling west in the main travel lane of the parking lot."
"November 24, 2024 11:08 PM","SuspiciousAn officer was dispatched to the Marriott Center after an individual reported seeing a man who might be wearing a gun holster with a strap around his leg. The complainant provided a physical description as well as details about the individual's clothing. Upon arrival, the officer found and spoke with a person who matched the description; however, instead of a holster, he had a book satchel with a strap near his leg. Since no other individuals matched the description, the officer cleared the area."
"November 24, 2024 11:08 PM",MedicalA BYU police officer and BYU EMS responded to North University Field for a report of an injured player. The male patient reported that he had hit another player and was experiencing pain while breathing. He was treated and evaluated by the BYU EMTs before being released according to their protocol. No further actions were taken.
"November 24, 2024 11:08 PM","Weapons OffenseThis incident was originally reported to dispatch as a weapons offense. Upon contacting the caller and investigating the scene, a ""gel orbeez"" was located near the area of the offense and is believed to be involved in the incident. The caller reported being struck by an orbeez while walking on Campus Drive. Officers searched the area but did not locate the suspect or vehicle. A partial vehicle description was provided, and surveillance cameras are being reviewed. No injuries were reported."
"November 21, 2024 05:23 AM","AccidentAn officer responded to a report of a delayed accident at the Music Building, Lot 27. The officer obtained information from one party and is currently waiting for the other driver's information. The complainant indicated that the person who struck their vehicle left a note admitting fault and stated that they would pay for the damages. The officer is assisting in obtaining insurance information."
"November 21, 2024 05:23 AM","Suspicious PackageAn officer responded to the Tanner building after receiving a report of a suspicious box on the landing of the third-level stairwell. Upon arrival, the officer discovered that the box was no longer there. The officer spoke with a building maintenance employee, who explained that they had used the box to prop open the door while working in the stairwell and had since moved it. No further action was required by the officer."
"November 21, 2024 05:23 AM","Traffic OffenseAn officer received a phone report from a concerned student about a campus vehicle driving on the sidewalk near the Joseph F. Smith Building. The student reported that the vehicle passed by quickly and too close for comfort, which made them feel unsafe. They wanted to report the incident for safety reasons. The vehicle is registered to the BYU car rental shop, and the officer is following up to identify the driver."
"November 21, 2024 05:23 AM","Welfare CheckOfficers responded to a delayed report concerning a possible person experiencing homelessness in the Joseph F. Smith Building. Upon arrival, they found a photograph of a student they had previously checked on. The complainant confirmed that the individual in the photo was indeed a student and expressed a concern for their well-being."
"November 21, 2024 05:23 AM","Fire AlarmAn officer responded to the Smith Field House on a hand-pull fire alarm. The BYU dispatch center received a call from a BYU Track Coach saying that a ball had accidentally hit the hand-pull, causing the fire alarm. A BYU electrician reset the hand-pull and fire panel. There was no fire, flames, or damage."
"November 20, 2024 01:10 AM","Unconscious PersonBYU EMS and an officer responded to the LSB following a report of a person who had passed out, fallen, and sustained injuries to their head and ribs. BYU EMS assessed the individual and requested assistance from Provo paramedics. The individual has a history of heart problems. Provo EMS arrived shortly after and transported the patient to Utah Valley Hospital."
"November 20, 2024 01:10 AM","Citizen ContactA student contacted an officer to report receiving a text message demanding money from an unknown number. When the student called the number, the person on the other end also demanded money, causing the student to worry that they were being targeted. The student insisted that they had not done anything to warrant the allegations made in the text. The officer explained that this is a common scam aimed at extorting money from individuals. The officer attempted to call the number several times, but it went directly to voicemail, with no option to leave a message. Additionally, the officer informed the student on how to protect their identity and confirmed that this was indeed a scam."
"November 20, 2024 01:10 AM","Citizen ContactAn officer took a phone report regarding a possible hit-and-run accident in Lot 2. The complainant had parked on campus for a few hours last Friday and later discovered damage to their vehicle, suspecting it may have occurred while on campus. The officer checked security footage for that area but was unable to locate the complainant's vehicle or verify that the damage occurred there. This is an information-only report."
"November 20, 2024 01:10 AM",MedicalA 20-year-old BYU student was exercising on a treadmill in the weight room at the Smith Field House when they became ill and passed out. The individual received treatment from EMS and was advised to seek further medical care.
"November 20, 2024 01:10 AM",SuspiciousThe officer checked on two individuals near the Ellsworth building late at night. The couple was geocaching and had found a cache hidden in a pipe near the building. No further action was taken.
"November 20, 2024 01:10 AM","Welfare Check-New Construction siteThe officer noticed a truck parked at a construction site late at night. Upon checking the area, the officer found construction workers working late. Nothing further."
